frame,id,bot_center_x,bot_center_y,in_shadow
3,1,658,896,False
3,2,1139,828,False
3,3,1551,641,True
3,4,793,927,True
3,6,1319,629,False
3,7,1478,472,False
4,1,660,894,False
4,2,1134,831,False
4,3,1553,639,True
4,4,797,925,True
4,6,1322,628,False
4,7,1478,471,False
5,1,660,894,False
5,2,1133,832,False
5,3,1553,639,True
5,4,798,925,True
5,6,1323,628,False
5,7,1478,471,False
6,1,660,894,False
6,2,1133,832,False
6,3,1553,639,True
6,4,798,925,True
6,6,1323,628,False
6,7,1478,471,False
7,1,660,894,False
7,2,1133,832,False
7,3,1553,639,True
7,4,798,925,True
7,6,1323,628,False
7,7,1478,471,False
8,1,660,894,False
8,2,1133,832,False
8,3,1552,639,True
8,4,797,925,True
8,6,1322,628,False
8,7,1478,471,False
9,1,680,890,False
9,2,1131,839,False
9,3,1554,638,True
9,4,818,909,False
9,6,1327,625,False
9,7,1478,471,False
10,1,687,889,False
10,2,1130,841,False
10,3,1554,638,True
10,4,825,904,True
10,6,1328,624,False
11,1,689,888,False
11,2,1129,841,False
11,3,1554,638,True
11,4,828,902,True
11,6,1328,623,False
12,1,690,888,False
12,2,1130,842,False
12,3,1554,638,True
12,4,828,901,True
12,6,1328,623,False
13,1,690,888,False
13,2,1129,842,False
13,3,1554,638,True
13,4,828,901,True
13,6,1328,623,False
14,1,690,888,False
14,2,1129,842,False
14,3,1554,638,True
14,4,828,901,True
14,6,1328,623,False
15,1,704,887,False
15,2,1122,843,False
15,3,1556,634,True
15,4,844,901,False
15,6,1333,622,False
16,1,710,887,False
16,2,1119,843,False
16,3,1556,633,True
16,4,850,900,True
16,6,1335,622,False
17,1,711,887,False
17,2,1118,843,False
17,3,1556,632,True
17,4,852,900,True
17,6,1336,622,False
17,8,1379,531,False
18,1,712,887,False
18,2,1118,843,False
18,3,1556,632,True
18,4,853,900,True
18,6,1337,621,False
18,8,1379,531,False
19,1,712,887,False
19,2,1118,843,False
19,3,1556,632,True
19,4,852,900,True
19,6,1336,622,False
19,8,1378,531,False
20,1,712,887,False
20,2,1118,843,False
20,3,1556,632,True
20,4,852,900,True
20,6,1336,622,False
20,8,1378,531,False
21,1,728,880,False
21,2,1109,864,True
21,3,1557,630,True
21,4,864,893,False
21,6,1334,622,False
21,8,1377,526,False
22,1,734,877,False
22,2,1106,872,True
22,3,1558,629,True
22,4,868,890,False
22,6,1334,621,False
22,8,1376,525,False
23,1,737,876,False
23,2,1105,875,True
23,3,1558,628,True
23,4,869,889,False
23,6,1333,621,False
23,8,1376,524,False
24,1,737,876,False
24,2,1105,875,True
24,3,1558,628,True
24,4,869,889,False
24,6,1333,621,False
24,8,1376,524,False
25,1,737,876,False
25,2,1105,875,True
25,3,1558,628,True
25,4,869,889,False
25,6,1333,621,False
25,8,1376,524,False
26,1,737,876,False
26,2,1105,875,True
26,3,1558,628,True
26,4,870,889,False
26,6,1333,621,False
26,8,1376,524,False
27,1,754,865,False
27,2,1098,876,True
27,3,1559,627,True
27,4,886,880,False
27,6,1343,621,False
27,8,1376,524,False
28,1,761,861,False
28,2,1096,876,True
28,3,1560,626,True
28,4,892,876,False
28,6,1347,620,False
29,1,763,860,False
29,2,1095,877,True
29,3,1560,626,True
29,4,895,875,False
29,6,1349,620,False
30,1,763,860,False
30,2,1094,876,True
30,3,1560,626,True
30,4,895,875,False
30,6,1349,620,False
31,1,763,860,False
31,2,1094,876,True
31,3,1560,626,True
31,4,896,875,False
31,6,1349,620,False
32,1,763,860,False
32,2,1094,875,True
32,3,1560,626,True
32,4,895,875,False
32,6,1349,620,False
33,1,775,860,False
33,2,1087,875,True
33,3,1563,622,True
33,4,902,875,False
33,6,1353,617,False
34,1,780,860,False
34,2,1085,875,True
34,3,1564,621,True
34,4,904,875,False
34,6,1355,616,False
35,1,782,860,False
35,2,1084,875,True
35,3,1565,620,True
35,4,905,875,False
35,6,1356,615,False
35,9,1362,615,False
36,1,782,860,False
36,2,1083,875,True
36,3,1565,620,True
36,4,905,875,False
36,6,1356,615,False
36,9,1362,615,False
37,1,782,860,False
37,2,1084,875,True
37,3,1565,620,True
37,4,905,875,False
37,6,1356,615,False
37,9,1362,615,False
38,1,782,860,False
38,2,1084,875,True
38,3,1565,620,True
38,4,905,875,False
38,6,1356,615,False
38,9,1362,615,False
39,1,802,852,False
39,2,1069,891,True
39,3,1567,620,True
39,4,920,859,False
39,6,1360,616,False
39,9,1362,615,False
40,1,810,848,False
40,2,1064,897,True
40,3,1567,620,True
40,4,926,852,False
40,6,1362,616,False
41,1,813,846,False
41,2,1062,900,True
41,3,1567,620,True
41,4,928,850,False
41,6,1362,616,False
42,1,814,846,False
42,2,1061,901,True
42,3,1567,620,True
42,4,929,849,False
42,6,1362,616,False
43,1,814,846,False
43,2,1061,901,True
43,3,1567,620,True
43,4,929,849,False
43,6,1362,616,False
44,1,814,846,False
44,2,1061,901,True
44,3,1567,620,True
44,4,929,849,False
44,6,1362,616,False
45,1,818,844,False
45,2,1054,909,True
45,3,1569,615,True
45,4,942,849,False
45,6,1363,616,False
45,7,1552,499,False
45,9,1372,612,False
46,1,820,844,False
46,2,1052,912,True
46,3,1569,613,True
46,4,947,848,False
46,7,1554,500,False
46,9,1373,611,False
47,1,820,844,False
47,2,1051,913,True
47,3,1569,612,True
47,4,948,848,False
47,7,1554,501,False
47,9,1373,611,False
48,1,820,844,False
48,2,1051,914,True
48,3,1569,612,True
48,4,949,849,False
48,7,1554,501,False
48,9,1373,611,False
49,1,820,844,False
49,2,1051,914,True
49,3,1569,612,True
49,4,949,849,False
49,7,1554,501,False
49,9,1373,611,False
50,1,820,844,False
50,2,1051,914,True
50,3,1569,612,True
50,4,949,849,False
50,7,1554,501,False
50,9,1373,611,False
51,1,839,837,False
51,2,1042,922,True
51,3,1569,612,True
51,4,955,845,False
51,7,1555,500,False
51,9,1371,611,False
52,1,846,834,False
52,2,1039,926,True
52,3,1569,612,True
52,4,958,844,False
52,7,1555,500,False
52,9,1371,611,False
53,1,848,833,False
53,2,1038,927,True
53,3,1569,612,True
53,4,958,843,False
53,7,1555,500,False
53,9,1371,610,False
54,1,849,833,False
54,2,1038,927,True
54,3,1569,612,True
54,4,958,843,False
54,7,1555,499,False
54,9,1371,610,False
55,1,849,833,False
55,2,1038,928,True
55,3,1569,612,True
55,4,959,843,False
55,7,1555,499,False
55,9,1370,610,False
56,1,849,834,False
56,2,1038,928,True
56,3,1569,612,True
56,4,958,843,False
56,7,1555,499,False
56,9,1370,610,False
57,1,869,825,False
57,2,1028,939,True
57,3,1570,610,True
57,4,976,834,False
57,6,1361,540,False
57,7,1557,496,False
57,8,1434,490,False
57,9,1372,608,False
58,1,876,821,False
58,2,1025,943,False
58,3,1571,610,True
58,4,982,831,False
58,6,1360,539,False
58,7,1558,495,False
58,8,1435,489,False
58,9,1373,607,False
59,1,878,820,False
59,2,1024,944,False
59,3,1571,609,True
59,4,984,830,False
59,6,1360,537,False
59,7,1558,495,False
59,8,1435,489,False
59,9,1373,607,False
60,1,879,820,False
60,2,1024,945,False
60,3,1571,609,True
60,4,985,830,False
60,6,1360,537,False
60,7,1559,494,False
60,8,1435,489,False
60,9,1373,606,False
61,1,879,820,False
61,2,1024,945,False
61,3,1571,609,True
61,4,985,830,False
61,6,1360,537,False
61,7,1559,494,False
61,8,1435,489,False
61,9,1373,606,False
62,1,879,820,False
62,2,1024,945,False
62,3,1571,609,True
62,4,985,830,False
62,6,1360,537,False
62,7,1559,494,False
62,8,1435,489,False
62,9,1373,606,False
63,1,889,818,False
63,2,1016,945,False
63,3,1575,606,True
63,4,1002,810,True
63,6,1358,539,False
63,7,1561,492,False
63,8,1433,490,False
63,9,1377,604,False
64,1,892,818,False
64,2,1012,944,False
64,3,1577,605,True
64,4,1008,802,True
64,6,1357,540,False
64,7,1561,491,False
64,8,1432,490,False
64,9,1378,603,False
65,1,894,818,False
65,2,1011,944,False
65,3,1577,604,True
65,4,1010,799,True
65,6,1357,540,False
65,7,1562,490,False
65,8,1432,490,False
65,9,1379,602,False
66,1,894,818,False
66,2,1011,944,False
66,3,1577,604,True
66,4,1011,798,True
66,6,1357,540,False
66,7,1562,490,False
66,8,1432,490,False
66,9,1379,602,False
67,1,894,818,False
67,2,1011,944,False
67,3,1577,604,True
67,4,1011,798,True
67,6,1357,540,False
67,7,1562,490,False
67,8,1432,490,False
67,9,1379,602,False
67,10,1010,755,True
68,1,894,818,False
68,2,1011,944,False
68,3,1577,604,True
68,4,1011,798,True
68,6,1357,540,False
68,7,1562,490,False
68,8,1431,490,False
68,9,1379,602,False
68,10,1010,755,True
69,1,913,810,False
69,2,1000,945,False
69,3,1578,604,True
69,4,1017,779,True
69,6,1356,544,False
69,7,1562,490,False
69,8,1432,491,False
69,9,1381,600,False
69,10,1010,756,True
70,1,920,807,False
70,2,996,945,False
70,3,1578,603,True
70,4,1019,772,True
70,6,1356,545,False
70,8,1431,491,False
70,9,1382,599,False
71,1,923,806,False
71,2,995,945,False
71,3,1578,603,True
71,4,1020,766,True
71,6,1356,545,False
71,8,1431,491,False
71,9,1382,598,False
72,1,924,806,False
72,2,995,945,False
72,3,1578,603,True
72,4,1020,764,True
72,6,1356,545,False
72,8,1431,491,False
72,9,1382,597,False
73,1,924,806,False
73,2,995,945,False
73,3,1578,603,True
73,4,1020,764,True
73,6,1356,546,False
73,8,1431,491,False
73,9,1382,597,False
74,1,924,806,False
74,2,995,945,False
74,3,1578,603,True
74,4,1020,764,True
74,6,1356,546,False
74,8,1431,491,False
74,9,1382,597,False
75,1,934,805,False
75,2,981,945,False
75,3,1579,600,True
75,4,1028,790,True
75,6,1356,546,False
75,7,1563,485,False
75,8,1430,491,False
75,9,1383,597,False
76,1,937,805,False
76,2,975,945,False
76,3,1579,599,True
76,4,1030,798,True
76,7,1563,484,False
76,8,1429,491,False
76,9,1383,597,False
77,1,939,805,False
77,2,974,945,False
77,3,1579,598,True
77,4,1031,802,True
77,7,1563,484,False
77,8,1429,491,False
77,9,1383,597,False
78,1,939,805,False
78,2,974,945,False
78,3,1579,598,True
78,4,1031,804,True
78,7,1563,484,False
78,8,1429,491,False
78,9,1383,597,False
79,1,939,805,False
79,2,973,945,False
79,3,1579,598,True
79,4,1032,804,True
79,7,1563,484,False
79,8,1429,491,False
79,9,1383,597,False
80,1,939,805,False
80,2,973,945,False
80,3,1579,598,True
80,4,1031,804,True
80,7,1563,484,False
80,8,1429,491,False
80,9,1383,597,False
81,1,945,791,True
81,2,958,945,False
81,3,1579,598,True
81,4,1038,805,True
81,7,1563,484,False
81,8,1429,491,False
81,9,1383,596,False
82,1,947,784,True
82,2,952,945,False
82,3,1580,598,True
82,4,1040,805,True
82,8,1427,491,False
82,9,1383,596,False
83,1,948,782,True
83,2,951,945,False
83,3,1580,598,True
83,4,1041,805,True
83,8,1427,491,False
83,9,1383,595,False
84,1,949,782,True
84,2,950,945,False
84,3,1579,598,True
84,4,1042,805,True
84,8,1427,491,False
84,9,1383,595,False
85,1,948,781,True
85,2,950,945,False
85,3,1579,598,True
85,4,1042,805,True
85,8,1426,491,False
85,9,1383,595,False
86,1,948,781,True
86,2,950,945,False
86,3,1579,598,True
86,4,1042,805,True
86,9,1383,595,False
87,1,963,777,True
87,2,939,945,False
87,3,1581,597,True
87,4,1055,797,True
87,9,1383,595,False
88,1,969,776,True
88,2,936,945,False
88,3,1582,597,True
88,4,1060,794,True
88,9,1383,594,False
89,1,971,775,True
89,2,934,945,False
89,3,1582,596,True
89,4,1062,793,True
89,9,1383,594,False
90,1,971,775,True
90,2,934,945,False
90,3,1582,596,True
90,4,1063,792,True
90,9,1382,594,False
91,1,971,775,True
91,2,934,945,False
91,3,1583,596,True
91,4,1063,792,True
91,9,1382,593,False
92,1,971,775,True
92,2,934,945,False
92,3,1583,596,True
92,4,1062,792,True
92,9,1382,593,False
93,1,977,775,False
93,2,919,945,False
93,3,1585,594,True
93,4,1073,792,False
93,6,1389,590,False
93,9,1391,591,False
94,1,980,776,False
94,2,914,945,False
94,3,1586,593,True
94,4,1077,792,False
94,6,1390,591,False
94,9,1395,590,False
95,1,980,776,False
95,2,912,945,False
95,3,1587,592,True
95,4,1079,792,False
95,6,1390,592,False
95,9,1396,589,False
96,1,981,776,False
96,2,912,945,False
96,3,1587,592,True
96,4,1079,792,False
96,6,1390,592,False
96,9,1396,589,False
97,1,980,776,False
97,2,912,945,False
97,3,1587,592,True
97,4,1079,792,False
97,6,1391,592,False
97,9,1396,589,False
98,1,980,776,False
98,2,912,945,False
98,3,1587,592,True
98,4,1079,792,False
98,6,1391,591,False
98,9,1397,589,False
99,1,996,771,False
99,2,895,945,False
99,3,1588,592,True
99,4,1085,790,False
99,6,1390,589,False
99,7,1566,560,True
99,9,1397,589,False
100,1,1001,769,False
100,2,888,945,False
100,3,1589,592,True
100,4,1087,789,False
100,6,1389,588,False
100,7,1566,562,True
101,1,1003,768,False
101,2,886,945,False
101,3,1589,592,True
101,4,1087,788,False
101,6,1389,587,False
101,7,1565,562,True
102,1,1004,768,False
102,2,886,945,False
102,3,1589,592,True
102,4,1088,788,False
102,6,1389,587,False
102,7,1565,562,True
103,1,1004,768,False
103,2,886,945,False
103,3,1589,592,True
103,4,1088,788,False
103,6,1389,587,False
103,7,1565,562,True
104,1,1004,768,False
104,2,886,945,False
104,3,1589,592,True
104,4,1088,788,False
104,6,1389,587,False
104,7,1565,562,True
105,1,1010,765,False
105,2,871,945,False
105,3,1589,586,True
105,4,1100,776,False
105,6,1389,585,False
105,7,1564,563,True
106,1,1011,764,False
106,2,865,945,False
106,3,1590,584,True
106,4,1104,772,False
106,6,1389,584,False
106,7,1563,562,True
107,1,1012,764,False
107,2,863,945,False
107,3,1590,583,True
107,4,1106,770,False
107,6,1389,584,False
107,7,1563,562,True
108,1,1012,764,False
108,2,863,945,False
108,3,1590,583,True
108,4,1106,770,False
108,6,1389,584,False
108,7,1562,562,True
109,1,1012,764,False
109,2,863,945,False
109,3,1590,583,True
109,4,1106,770,False
109,6,1388,584,False
109,7,1562,561,True
110,1,1012,764,False
110,2,863,945,False
110,3,1590,583,True
110,4,1106,770,False
110,6,1388,584,False
110,7,1562,561,True
111,1,1025,756,False
111,2,842,944,False
111,3,1591,582,True
111,4,1111,770,False
111,6,1391,583,False
111,7,1561,561,True
112,1,1030,753,False
112,2,834,944,False
112,3,1591,581,True
112,4,1114,771,False
112,6,1392,583,False
112,7,1560,561,True
113,1,1031,752,False
113,2,832,943,False
113,3,1591,581,True
113,4,1114,771,False
113,6,1392,583,False
113,7,1560,561,True
114,1,1032,752,False
114,2,831,943,False
114,3,1591,581,True
114,4,1114,771,False
114,6,1392,582,False
114,7,1559,561,True
115,1,1031,752,False
115,2,831,943,False
115,3,1591,581,True
115,4,1114,771,False
115,6,1392,582,False
115,7,1559,561,True
116,1,1031,752,False
116,2,831,943,False
116,3,1591,581,True
116,4,1114,771,False
116,6,1392,582,False
116,7,1559,561,True
117,1,1042,749,False
117,2,828,943,False
117,3,1593,579,True
117,4,1120,766,False
117,6,1395,580,False
117,7,1557,562,True
117,10,792,944,False
118,1,1046,748,False
118,3,1593,579,True
118,4,1123,763,False
118,6,1396,579,False
118,7,1556,563,True
118,10,791,946,False
119,1,1047,747,False
119,3,1593,578,True
119,4,1124,763,False
119,6,1397,578,False
119,7,1556,563,True
119,10,790,946,False
120,1,1047,747,False
120,3,1593,578,True
120,4,1123,762,False
120,6,1397,578,False
120,7,1556,563,True
120,10,790,946,False
121,1,1047,747,False
121,3,1593,578,True
121,4,1124,762,False
121,6,1397,578,False
121,7,1556,563,True
121,10,791,946,False
122,1,1047,747,False
122,3,1593,578,True
122,4,1124,762,False
122,6,1397,578,False
122,7,1556,563,True
122,10,791,946,False
123,1,1055,744,False
123,3,1595,578,True
123,4,1135,758,False
123,6,1400,577,False
123,7,1553,564,True
123,10,771,946,False
124,1,1057,744,False
124,3,1595,578,True
124,4,1139,757,False
124,6,1401,577,False
124,7,1553,565,True
124,10,764,945,False
125,1,1058,744,False
125,3,1596,578,True
125,4,1141,756,False
125,6,1402,576,False
125,7,1552,565,True
125,10,762,945,False
126,1,1058,744,False
126,3,1596,578,True
126,4,1141,756,False
126,6,1402,576,False
126,7,1552,565,True
126,10,761,945,False
127,1,1059,744,False
127,3,1596,578,True
127,4,1141,756,False
127,6,1402,576,False
127,7,1552,565,True
127,10,761,945,False
128,1,1059,744,False
128,3,1596,578,True
128,4,1141,756,False
128,6,1402,576,False
128,7,1552,565,True
128,10,761,945,False
129,1,1071,740,False
129,2,721,944,False
129,3,1596,578,True
129,4,1148,756,False
129,6,1405,575,False
129,7,1551,564,True
129,9,1345,562,False
129,10,758,946,False
130,1,1077,739,False
130,2,718,945,False
130,3,1596,578,True
130,4,1151,756,False
130,6,1406,575,False
130,7,1550,564,False
130,9,1345,561,False
131,1,1078,738,False
131,2,717,945,False
131,3,1596,578,True
131,4,1151,756,False
131,6,1407,574,False
131,7,1550,564,False
131,9,1344,561,False
132,1,1079,738,False
132,2,717,945,False
132,3,1596,578,True
132,4,1152,756,False
132,6,1407,574,False
132,7,1550,564,False
132,9,1344,561,False
133,1,1079,738,False
133,2,717,945,False
133,3,1596,578,True
133,4,1152,756,False
133,6,1407,574,False
133,7,1550,564,False
133,9,1344,561,False
134,1,1079,738,False
134,2,717,945,False
134,3,1596,578,True
134,4,1152,756,False
134,6,1407,574,False
134,7,1550,564,False
134,9,1344,561,False
135,1,1081,736,False
135,2,714,945,False
135,3,1596,577,True
135,4,1157,748,False
135,6,1406,573,False
135,7,1548,566,True
135,9,1341,563,False
136,1,1082,735,False
136,3,1596,577,True
136,4,1158,745,False
136,6,1406,573,False
136,7,1548,566,True
136,9,1341,563,False
136,10,678,945,False
137,1,1082,735,False
137,3,1596,576,True
137,4,1159,743,False
137,6,1406,572,False
137,7,1548,567,True
137,9,1340,563,False
137,10,674,945,False
138,1,1082,735,False
138,3,1596,576,True
138,4,1159,743,False
138,6,1406,572,False
138,7,1548,567,True
138,9,1340,564,False
138,10,673,945,False
139,1,1082,735,False
139,3,1596,576,True
139,4,1159,743,False
139,6,1406,572,False
139,7,1548,567,True
139,9,1340,564,False
139,10,673,945,False
140,1,1082,735,False
140,3,1596,576,True
140,4,1159,743,False
140,6,1406,572,False
140,7,1548,567,True
140,9,1340,564,False
140,10,673,945,False
141,1,1093,726,False
141,3,1597,574,True
141,4,1164,738,False
141,6,1406,570,False
141,7,1546,567,False
141,9,1341,565,False
141,10,669,945,False
142,1,1097,723,False
142,3,1597,574,True
142,4,1166,736,False
142,6,1407,569,False
142,7,1546,567,False
142,9,1340,565,False
143,1,1099,722,False
143,2,628,945,False
143,3,1597,573,True
143,4,1167,735,False
143,6,1406,568,False
143,7,1545,567,False
143,9,1340,566,False
144,1,1099,722,False
144,2,625,945,False
144,3,1597,573,True
144,4,1167,735,False
144,6,1406,568,False
144,7,1545,567,False
144,9,1340,566,False
145,1,1099,722,False
145,2,624,945,False
145,3,1597,573,True
145,4,1167,735,False
145,6,1406,568,False
145,7,1545,567,False
145,9,1340,566,False
146,1,1099,722,False
146,2,623,945,False
146,3,1597,573,True
146,4,1167,735,False
146,6,1406,568,False
146,7,1545,567,False
146,9,1340,566,False
147,1,1107,719,False
147,2,618,945,False
147,3,1598,573,True
147,4,1170,734,False
147,6,1406,567,False
147,7,1546,567,True
147,9,1340,566,False
148,1,1109,718,False
148,3,1599,572,True
148,4,1170,734,False
148,6,1406,566,False
148,7,1546,567,True
148,9,1340,566,False
149,1,1110,718,False
149,3,1599,572,True
149,4,1170,734,False
149,6,1406,566,False
149,7,1546,567,True
149,9,1339,567,False
149,14,573,945,False
150,1,1111,718,False
150,3,1599,572,True
150,4,1170,734,False
150,6,1406,566,False
150,7,1546,567,True
150,9,1339,567,False
150,14,573,945,False
151,1,1111,718,False
151,3,1599,572,True
151,4,1171,734,False
151,6,1406,566,False
151,7,1546,567,True
151,9,1339,567,False
151,14,573,945,False
152,1,1111,718,False
152,3,1599,572,True
152,4,1170,734,False
152,6,1406,566,False
152,7,1546,567,True
152,9,1340,567,False
152,14,573,945,False
153,1,1116,716,False
153,3,1600,570,True
153,4,1178,728,False
153,6,1408,566,False
153,7,1544,568,False
153,9,1339,569,False
153,14,573,945,False
154,1,1118,715,False
154,3,1601,569,True
154,4,1182,726,False
154,6,1408,565,False
154,7,1543,568,False
154,9,1339,570,False
155,1,1119,715,False
155,3,1601,568,True
155,4,1183,725,False
155,6,1409,565,False
155,7,1543,569,False
155,9,1339,571,False
155,15,519,945,False
156,1,1119,715,False
156,3,1601,568,True
156,4,1183,725,False
156,6,1409,565,False
156,7,1543,569,False
156,9,1339,571,False
156,15,519,945,False
157,1,1119,715,False
157,3,1601,568,True
157,4,1184,725,False
157,6,1409,565,False
157,7,1543,569,False
157,9,1339,571,False
157,15,519,945,False
158,1,1119,715,False
158,3,1601,568,True
158,4,1183,725,False
158,6,1409,565,False
158,7,1543,569,False
158,9,1339,571,False
158,15,519,945,False
159,1,1129,712,False
159,3,1601,568,True
159,4,1189,724,False
159,6,1409,565,False
159,7,1543,569,True
159,9,1338,571,False
159,15,519,945,False
160,1,1133,711,False
160,4,1191,723,False
160,6,1409,564,False
160,7,1542,569,True
160,9,1338,572,False
161,1,1134,710,False
161,4,1192,723,False
161,6,1409,564,False
161,7,1542,570,True
161,9,1338,572,False
162,1,1135,710,False
162,4,1192,723,False
162,6,1409,564,False
162,7,1542,570,True
162,9,1338,572,False
163,1,1135,710,False
163,4,1192,723,False
163,6,1409,564,False
163,7,1542,570,True
163,9,1338,572,False
164,1,1135,710,False
164,4,1192,723,False
164,6,1409,564,False
164,7,1542,570,True
164,9,1338,572,False
165,1,1137,708,False
165,4,1195,720,False
165,6,1411,562,False
165,7,1541,570,True
165,9,1338,572,False
166,1,1138,707,False
166,4,1196,718,False
166,6,1412,562,False
166,7,1541,570,True
167,1,1138,707,False
167,4,1197,717,False
167,6,1412,561,False
167,7,1540,570,True
168,1,1138,707,False
168,4,1197,717,False
168,6,1412,561,False
168,7,1540,570,True
169,1,1138,707,False
169,4,1197,717,False
169,6,1412,561,False
169,7,1540,570,True
170,1,1138,707,False
170,4,1197,717,False
170,6,1412,561,False
170,7,1540,570,True
171,1,1146,700,False
171,3,1600,560,True
171,4,1199,711,False
171,6,1411,560,False
171,7,1539,570,False
171,9,1335,574,False
172,1,1149,698,False
172,3,1600,559,True
172,4,1199,709,False
172,6,1410,560,False
172,7,1538,570,False
172,9,1335,575,False
173,1,1150,697,False
173,3,1600,559,True
173,4,1200,708,False
173,6,1410,559,False
173,7,1537,571,False
173,9,1335,575,False
174,1,1150,697,False
174,3,1600,559,True
174,4,1200,708,False
174,6,1410,559,False
174,7,1537,571,False
174,9,1335,575,False
175,1,1150,697,False
175,3,1600,559,True
175,4,1200,708,False
175,6,1410,559,False
175,7,1537,571,False
175,9,1335,575,False
176,1,1150,697,False
176,3,1600,559,True
176,4,1200,708,False
176,6,1410,559,False
176,7,1537,571,False
176,9,1335,575,False
177,1,1154,695,False
177,3,1600,559,True
177,4,1207,707,False
177,6,1414,558,False
177,7,1537,573,False
177,9,1334,575,False
178,1,1156,694,False
178,4,1210,706,False
178,6,1415,558,False
178,7,1537,574,False
179,1,1157,694,False
179,4,1211,706,False
179,6,1416,557,False
179,7,1537,575,True
179,16,849,945,False
180,1,1157,694,False
180,4,1211,706,False
180,6,1416,557,False
180,7,1537,575,True
180,16,849,945,False
181,1,1157,694,False
181,4,1211,706,False
181,6,1416,557,False
181,7,1537,575,True
181,16,849,945,False
182,1,1157,694,False
182,4,1211,706,False
182,6,1416,557,False
182,7,1537,575,True
182,16,849,945,False
183,1,1163,691,False
183,3,1599,554,True
183,4,1217,704,False
183,6,1417,556,False
183,7,1538,574,False
183,16,849,945,False
184,1,1166,690,False
184,3,1599,553,True
184,4,1219,703,False
184,6,1418,556,False
184,7,1538,574,False
185,1,1166,689,False
185,3,1598,553,True
185,4,1220,702,False
185,6,1418,555,False
185,7,1538,574,False
185,17,888,944,False
186,1,1167,689,False
186,3,1598,553,True
186,4,1220,702,False
186,6,1418,555,False
186,7,1538,574,False
186,17,888,944,False
187,1,1167,689,False
187,3,1598,553,True
187,4,1221,702,False
187,6,1418,555,False
187,7,1538,574,False
187,17,888,944,False
188,1,1166,689,False
188,3,1598,553,True
188,4,1221,702,False
188,6,1418,555,False
188,7,1538,574,False
188,17,888,944,False
189,1,1176,687,False
189,3,1598,553,True
189,4,1228,700,False
189,6,1420,555,False
189,7,1539,574,True
189,9,1334,581,False
189,17,917,942,False
190,1,1179,686,False
190,4,1231,700,False
190,6,1421,554,False
190,7,1539,574,True
190,9,1334,582,False
190,17,927,942,False
191,1,1180,685,False
191,4,1233,699,False
191,6,1421,554,False
191,7,1539,575,True
191,9,1334,582,False
191,17,931,941,True
192,1,1181,685,False
192,4,1233,699,False
192,6,1421,554,False
192,7,1539,575,True
192,9,1334,582,False
192,17,932,941,True
193,1,1181,685,False
193,4,1233,699,False
193,6,1421,554,False
193,7,1539,575,True
193,9,1334,582,False
193,17,933,941,True
194,1,1181,685,False
194,4,1233,699,False
194,6,1421,554,False
194,7,1539,575,True
194,9,1334,582,False
194,17,933,941,True
195,1,1182,683,False
195,3,1597,551,True
195,4,1235,698,False
195,6,1424,553,False
195,7,1540,576,True
195,9,1333,581,False
195,17,951,942,False
196,1,1183,682,False
196,3,1597,550,True
196,4,1236,697,False
196,6,1425,553,False
196,7,1540,576,True
196,9,1333,581,False
196,17,959,942,False
197,1,1184,682,False
197,3,1597,550,True
197,4,1236,697,False
197,6,1426,552,False
197,7,1540,577,True
197,9,1333,581,False
197,17,962,942,False
197,18,1402,506,False
198,1,1184,682,False
198,3,1597,550,True
198,4,1236,697,False
198,6,1426,552,False
198,7,1540,577,True
198,9,1333,581,False
198,17,962,942,False
198,18,1402,506,False
199,1,1184,682,False
199,3,1597,550,True
199,4,1236,697,False
199,6,1426,552,False
199,7,1540,577,True
199,9,1333,581,False
199,17,963,942,False
199,18,1402,506,False
200,1,1184,682,False
200,3,1597,550,True
200,4,1236,697,False
200,6,1426,552,False
200,7,1540,577,True
200,9,1333,581,False
200,17,962,942,False
200,18,1402,506,False
201,1,1190,676,False
201,3,1596,549,True
201,4,1238,692,False
201,6,1426,550,False
201,7,1539,579,True
201,9,1333,583,False
201,17,980,943,False
201,18,1399,506,False
202,1,1192,674,False
202,3,1596,549,True
202,4,1239,690,False
202,6,1426,550,False
202,7,1539,579,True
202,9,1333,584,False
202,17,987,943,False
202,18,1399,506,False
203,1,1193,673,False
203,3,1596,548,True
203,4,1238,689,False
203,6,1427,549,False
203,7,1539,579,True
203,9,1333,584,False
203,17,989,943,False
203,18,1399,506,False
204,1,1193,674,False
204,3,1596,548,True
204,4,1238,689,False
204,6,1427,549,False
204,7,1539,579,True
204,9,1333,584,False
204,17,990,944,False
204,18,1399,506,False
205,1,1193,674,False
205,3,1596,548,True
205,4,1238,689,False
205,6,1427,549,False
205,7,1539,579,True
205,9,1333,584,False
205,17,990,944,False
205,18,1399,506,False
206,1,1193,673,False
206,3,1596,548,True
206,4,1238,689,False
206,6,1427,549,False
206,7,1539,579,True
206,9,1333,584,False
206,17,990,944,False
206,18,1399,506,False
207,1,1195,673,False
207,3,1596,548,True
207,4,1243,687,False
207,6,1428,549,False
207,7,1538,579,True
207,9,1334,586,False
207,17,1008,944,False
207,18,1398,506,False
208,1,1195,673,False
208,3,1595,548,True
208,4,1245,686,False
208,6,1428,548,False
208,7,1537,579,True
208,9,1335,586,False
208,17,1015,944,False
208,18,1397,506,False
209,1,1195,673,False
209,3,1595,548,True
209,4,1245,686,False
209,6,1429,548,False
209,7,1537,578,True
209,9,1335,587,False
209,17,1018,945,False
